Shape,Constraint,Severity,Path,Component,Focus Node,Value,Message
http://shaclshapes.org/PersonShape,sh:Violation,foaf:name,sh:ClosedConstraintComponent,ex:eve,Eve Davis,Predicate foaf:name is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:name,sh:ClosedConstraintComponent,ex:alice,Alice Johnson,Predicate foaf:name is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:birthday,sh:ClosedConstraintComponent,ex:bob,1990-07-22^^http://www.w3.org/2001/XMLSchema#date,Predicate foaf:birthday is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:birthday,sh:ClosedConstraintComponent,ex:carol,1979-11-05^^http://www.w3.org/2001/XMLSchema#date,Predicate foaf:birthday is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:name,sh:ClosedConstraintComponent,ex:jack,Jack Anderson,Predicate foaf:name is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:name,sh:ClosedConstraintComponent,ex:henry,Henry Moore,Predicate foaf:name is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:birthday,sh:ClosedConstraintComponent,ex:david,2002-01-30^^http://www.w3.org/2001/XMLSchema#date,Predicate foaf:birthday is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:birthday,sh:ClosedConstraintComponent,ex:jack,1998-02-27^^http://www.w3.org/2001/XMLSchema#date,Predicate foaf:birthday is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:name,sh:ClosedConstraintComponent,ex:frank,Frank Miller,Predicate foaf:name is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:birthday,sh:ClosedConstraintComponent,ex:eve,1993-06-18^^http://www.w3.org/2001/XMLSchema#date,Predicate foaf:birthday is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:birthday,sh:ClosedConstraintComponent,ex:jack,1998-02-28^^http://www.w3.org/2001/XMLSchema#date,Predicate foaf:birthday is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:name,sh:ClosedConstraintComponent,ex:david,David Brown,Predicate foaf:name is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:name,sh:ClosedConstraintComponent,ex:iris,Iris Taylor,Predicate foaf:name is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:name,sh:ClosedConstraintComponent,ex:bob,Bob Smith,Predicate foaf:name is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:name,sh:ClosedConstraintComponent,ex:carol,Carol White,Predicate foaf:name is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:birthday,sh:ClosedConstraintComponent,ex:alice,1996-03-14^^http://www.w3.org/2001/XMLSchema#date,Predicate foaf:birthday is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:birthday,sh:ClosedConstraintComponent,ex:iris,1984-08-17^^http://www.w3.org/2001/XMLSchema#date,Predicate foaf:birthday is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:birthday,sh:ClosedConstraintComponent,ex:frank,1967-09-02^^http://www.w3.org/2001/XMLSchema#date,Predicate foaf:birthday is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:birthday,sh:ClosedConstraintComponent,ex:henry,1961-04-10^^http://www.w3.org/2001/XMLSchema#date,Predicate foaf:birthday is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:name,sh:ClosedConstraintComponent,ex:grace,Grace Wilson,Predicate foaf:name is not allowed (closed shape)
http://shaclshapes.org/PersonShape,sh:Violation,foaf:birthday,sh:ClosedConstraintComponent,ex:grace,2005-12-25^^http://www.w3.org/2001/XMLSchema#date,Predicate foaf:birthday is not allowed (closed shape)
