Shape,Constraint,Severity,Path,Component,Focus Node,Value,Message
34d9cfc5931ee7ef3eebc91fb6117623,sh:Violation,schema:birthDate,sh:MinCountConstraintComponent,ex:david,,Property needs to have at least 1 value
34d9cfc5931ee7ef3eebc91fb6117623,sh:Violation,schema:birthDate,sh:MinCountConstraintComponent,ex:alice,,Property needs to have at least 1 value
34d9cfc5931ee7ef3eebc91fb6117623,sh:Violation,schema:birthDate,sh:MinCountConstraintComponent,ex:carol,,Property needs to have at least 1 value
34d9cfc5931ee7ef3eebc91fb6117623,sh:Violation,schema:birthDate,sh:MinCountConstraintComponent,ex:frank,,Property needs to have at least 1 value
34d9cfc5931ee7ef3eebc91fb6117623,sh:Violation,schema:birthDate,sh:MinCountConstraintComponent,ex:bob,,Property needs to have at least 1 value
34d9cfc5931ee7ef3eebc91fb6117623,sh:Violation,schema:birthDate,sh:MinCountConstraintComponent,ex:eve,,Property needs to have at least 1 value
34d9cfc5931ee7ef3eebc91fb6117623,sh:Violation,schema:birthDate,sh:MinCountConstraintComponent,ex:henry,,Property needs to have at least 1 value
34d9cfc5931ee7ef3eebc91fb6117623,sh:Violation,schema:birthDate,sh:MinCountConstraintComponent,ex:iris,,Property needs to have at least 1 value
34d9cfc5931ee7ef3eebc91fb6117623,sh:Violation,schema:birthDate,sh:MinCountConstraintComponent,ex:grace,,Property needs to have at least 1 value
7632524e86a046aecd07ad5eec1fbbe4,sh:Violation,foaf:birthday,sh:MinCountConstraintComponent,ex:jack,,Property needs to have at least 1 value
